timestamp,value
2021-09-07,-0.4451018331263107
2021-09-08,-0.4628700945701792
2021-09-09,-0.5179586001309254
2021-09-10,-0.4018042772009712
2021-09-11,-0.4938418387494993
2021-09-12,-0.413531069481042
2021-09-13,
2021-09-14,-0.3998044356464876
2021-09-15,-0.4279695727027665
2021-09-16,-0.4999714060055191
2021-09-17,
2021-09-18,-0.4065250523648635
2021-09-19,-0.3684387595570745
2021-09-20,-0.3608997984969226
2021-09-21,-0.3446517300460863
2021-09-22,-0.3424770039482795
2021-09-23,-0.378723257952367
2021-09-24,-0.3811546424815428
2021-09-25,-0.3428088692832198
2021-09-26,-0.3745359535179762
2021-09-27,-0.3086888311280885
2021-09-28,-0.3112608891932958
2021-09-29,-0.3464508113721839
2021-09-30,-0.314206125718754
2021-10-01,-0.5194491005429451
2021-10-02,-0.5702603858831344
2021-10-03,-0.5362256206744574
2021-10-04,-0.4982438304845268
2021-10-05,-0.5285009792675182
2021-10-06,-0.5016015207415173
2021-10-07,
2021-10-08,-0.5747629050829905
2021-10-09,-0.5833596728215593
2021-10-10,-0.473584557320044
2021-10-11,-0.4935192752048816
2021-10-12,-0.4169754222853205
2021-10-13,-0.522709967349919
2021-10-14,-0.4641851446859863
2021-10-15,-0.3636806692358897
2021-10-16,-0.4237963228563686
2021-10-17,-0.4143648257876661
2021-10-18,-0.4863907358825295
2021-10-19,-0.397372659156704
2021-10-20,
2021-10-21,-0.4179323383407767
2021-10-22,-0.3983713936514766
2021-10-23,
2021-10-24,-0.4127785417491422
2021-10-25,-0.3867220912024379
2021-10-26,
2021-10-27,
2021-10-28,-0.3575716723708416
2021-10-29,-0.3321087553947625
2021-10-30,-0.2482763626396072
2021-10-31,-0.2476822872035909
2021-11-01,-0.3231575430427353
2021-11-02,-0.3263150087530839
2021-11-03,
2021-11-04,-0.3349756083874072
2021-11-05,
2021-11-06,-0.2607364972809325
2021-11-07,-0.2787641811725321
2021-11-08,-0.2676852544534376
2021-11-09,-0.248095590338503
2021-11-10,-0.1935892200104392
2021-11-11,-0.2367257813514079
2021-11-12,-0.2207981304625776
2021-11-13,-0.2194686050026055
2021-11-14,-0.2205854165051056
2021-11-15,-0.234825670093733
2021-11-16,-0.2223533807918145
2021-11-17,-0.1756478371142119
2021-11-18,-0.1965245783680752
2021-11-19,-0.1798227104789607
2021-11-20,-0.1885706741488287
2021-11-21,-0.1776353049073049
2021-11-22,-0.1870432835610854
2021-11-23,-0.1439570139890448
2021-11-24,-0.1626325248393183
2021-11-25,-0.1483840713375052
2021-11-26,-0.1033091786753151
2021-11-27,
2021-11-28,-0.1218581575887848
2021-11-29,-0.1236639849687601
2021-11-30,-0.113777984233224
2021-12-01,-0.0888416223291278
2021-12-02,-0.0783412719474668
2021-12-03,-0.0667248153749842
2021-12-04,-0.0685224605947165
2021-12-05,-0.0573845528429417
2021-12-06,-0.0482688030943589
2021-12-07,-0.0495766169867533
2021-12-08,-0.0357242919389506
2021-12-09,
2021-12-10,-0.0213127607866405
2021-12-11,-0.0154335998586178
2021-12-12,-0.0067184542695073
2021-12-13,0.0
2021-12-14,0.0070316322136736
2021-12-15,0.0163302728882778
2021-12-16,0.0273618261761541
2021-12-17,0.0300196686840794
2021-12-18,0.0350882555071047
2021-12-19,0.0424900353904323
2021-12-20,0.063982451639536
2021-12-21,
2021-12-22,0.0619763379034087
2021-12-23,
2021-12-24,0.0716291944666046
2021-12-25,0.0813237649252827
2021-12-26,0.0853505750747966
2021-12-27,0.1012064777676401
2021-12-28,0.1066327287471364
2021-12-29,0.1183114549416446
2021-12-30,0.1439671051375392
2021-12-31,0.1220894436338297
2022-01-01,0.341039265826952
2022-01-02,0.382620973037885
2022-01-03,0.4148062207620829
2022-01-04,0.4422398052809757
2022-01-05,0.4042354964906163
